ID,Name,Level,Alignment,Size,Traits,Perception,Languages,Skills,Str,Dex,Con,Int,Wis,Cha,AC,Fort,Ref,Will,HP,Resistances,Speed,Source
1897,Shredskin,2,NE,Small,Undead,+6;,"Common, ; (can't speak any language)","Acrobatics +10, Athletics +8, Deception +8, Stealth +8",+2,+4,+0,-1,+0,+2,16,+6,+10,+8,30 (,,fly 30 feet,Book of the Dead pg. 143
1898,Siabrae,16,NE,Medium,Undead,"+31; , (imprecise) 60 feet","Aklo, Common, Draconic, Necril, Sylvan, Undercommon","Acrobatics +24, Athletics +28, Crafting +26 (can craft magic items), Intimidation +24, Nature +33, Religion +29, Stealth +26, Survival +31",+6,+4,+6,+4,+9,+2,36,+28,+24,+31,218 (,,"25 feet, burrow 25 feet, earth glide",Book of the Dead pg. 145
1899,Wolf Skeleton,0,NE,Medium,"Mindless, Skeleton, Undead",+8;,UNKNOWN,"Acrobatics +6, Athletics +4, Stealth +6",+2,+4,+1,-5,+2,+0,16,+3,+8,+6,12 (,,35 feet,Book of the Dead pg. 147
1900,Skeletal Soldier,1,NE,Medium,"Mindless, Skeleton, Undead",+5;,UNKNOWN,"Acrobatics +5, Athletics +7, Stealth +5",+2,+2,+3,-5,+0,+0,17,+6,+7,+5,16 (,,25 feet,Book of the Dead pg. 147
1901,Skeletal Mage,5,NE,Medium,"Skeleton, Undead",+9;,Necril,"Arcana +14, Stealth +13",+2,+4,+0,-1,+2,+0,21,+9,+11,+13,60 (,,25 feet,Book of the Dead pg. 148
1902,Beetle Carapace,6,NE,Large,"Mindless, Skeleton, Undead",+12;,UNKNOWN,"Acrobatics +11, Athletics +15",+5,+3,+4,-5,+2,-2,25,+16,+13,+10,90 (,,"20 feet, fly 20 feet",Book of the Dead pg. 148
1903,Drake Skeleton,8,NE,Large,"Mindless, Skeleton, Undead",+14;,UNKNOWN,"Acrobatics +14, Athletics +18, Stealth +16",+6,+4,+4,-5,+2,-1,26,+16,+14,+12,130 (,,"20 feet, fly 40 feet",Book of the Dead pg. 148
1904,Skeletal Titan,13,NE,Gargantuan,"Mindless, Skeleton, Undead",+19;,UNKNOWN,Athletics +28,+9,+3,+4,-5,+2,-1,33,+23,+24,+21,210 (,,40 feet;,Book of the Dead pg. 149
1905,Sluagh Reaper,10,NE,Medium,"Fey, Undead","+21; , soulscent (imprecise) 100 feet","Common, Necril, Sylvan","Acrobatics +21, Intimidation +16, Stealth +23, Survival +21",+3,+7,+3,+3,+5,+0,29,+17,+21,+19,175 (,,"25 feet, fly 30 feet",Book of the Dead pg. 150
1906,Queen Sluagh,18,NE,Huge,"Fey, Undead","+31; , soulscent (imprecise) 200 feet","Aklo, Common, Necril, Sylvan, ; voice of the soul","Acrobatics +29, Athletics +35, Deception +30, Intimidation +32, Stealth +29, Survival +31",+9,+5,+9,+7,+7,+4,41,+35,+27,+33,417 (,,"30 feet, fly 80 feet",Book of the Dead pg. 151
1907,Tormented,14,CE,Medium,Undead,"+27; , 60 feet","Aklo, Common, Necril","Acrobatics +24, Athletics +26, Intimidation +28, Stealth +24",+6,+4,+4,-1,+5,+8,35,+22,+26,+27,250 (,,"25 feet, fly 25 feet",Book of the Dead pg. 152
1908,Unrisen,11,NE,Medium,Undead,"+21; , 30 feet","Common, ; (can't speak any language)","Athletics +24, Stealth +19",+7,+4,+5,-2,+6,+3,28,+22,+17,+21,220 (meant to live,,30 feet,Book of the Dead pg. 153
1909,Provincial Jiang-Shi,11,CE,Medium,"Undead, Vampire","+22; breathsense (precise) 60 feet,","Common, Necril, Tien","Acrobatics +16, Athletics +22, Intimidation +20, Religion +22",+5,+3,+4,+3,+7,+3,31,+21,+18,+24,130 (,The jiang-shi resists all physical damage (except magical,15 feet; rigor mortis,Book of the Dead pg. 158
1910,Minister Of Tumult,14,LE,Medium,"Undead, Vampire","+28; breathsense (precise) 60 feet,","Common, Necril, Tien","Acrobatics +24, Athletics +29, Diplomacy +24, Intimidation +24, Martial Arts Lore +22, Society +20, Stealth +24",+7,+4,+6,+4,+8,+4,36,+26,+24,+28,190 (,The jiang-shi resists all physical damage (except magical,30 feet; rigor mortis,Book of the Dead pg. 159
1911,Vetalarana Emergent,8,CE,Medium,"Undead, Vampire","+14; , thoughtsense (precise) 100 feet","Common, Necril","Acrobatics +15, Athletics +18, Intimidation +16, Occultism +13, Stealth +17",+6,+5,+4,+3,+4,+4,26,+14,+17,+16,100 (,The vetalarana manipulator resists,"25 feet, climb 25 feet",Book of the Dead pg. 162
1912,Vetalarana Manipulator,11,NE,Medium,"Undead, Vampire","+22; , thoughtsense (precise) 100 feet","Common, Necril, telepathy, 100 feet,, tongues","Athletics +22, Deception +24, Diplomacy +24, Intimidation +22, Occultism +23, Society +23",+4,+4,+4,+6,+7,+7,28,+19,+19,+24,140 (,The vetalarana manipulator resists,"25 feet, climb 25 feet",Book of the Dead pg. 163
1913,Waldgeist,8,NE,Small,"Incorporeal, Spirit, Undead",+18;,"Arboreal, Common, Sylvan, speak with plants","Acrobatics +16, Intimidation +16, Nature +18, Stealth +18, Woodland Lore +21 (applies only to the woodland the waldgeist is bonded to)",-5,+6,+3,+3,+6,+4,26,+13,+16,+18,100 (,all damage 5 (except,fly 30 feet,Book of the Dead pg. 164
1914,Seetangeist,12,NE,Huge,"Aquatic, Mindless, Swarm, Undead","+19; , (imprecise) 100 feet",UNKNOWN,Athletics +22,+4,+4,+7,-5,+3,+2,32,+25,+22,+19,160 (,bludgeoning 5,swim 40 feet,Book of the Dead pg. 165
1915,Hunter Wight,7,LE,Medium,"Undead, Wight",+16;,"Common, Necril","Athletics +14, Crafting +14, Intimidation +12, Stealth +17",+3,+4,+2,+1,+3,+2,24,+13,+17,+14,112 (,,25 feet,Book of the Dead pg. 168
1916,Prowler Wight,9,LE,Medium,"Undead, Wight",+18;,"Common, Necril","Acrobatics +18, Deception +18 (+20 to, Feint ), Stealth +20",+4,+5,+2,+1,+3,+3,28,+17,+20,+16,155 (,,25 feet,Book of the Dead pg. 168
1917,Wight Commander,12,LE,Medium,"Undead, Wight",+22; (+26 when rolling initiative),"Common, Necril, tongues","Athletics +24, Intimidation +25, Warfare Lore +25",+6,+3,+4,+5,+3,+3,32 (34 with shield raised),+24,+19,+21,220 (,,25 feet,Book of the Dead pg. 169
1918,Zombie Snake,0,NE,Medium,"Mindless, Undead, Zombie",+2;,UNKNOWN,"Athletics +5, Stealth +5",+3,+1,+2,-5,+0,-2,13,+6,+3,+2,35 (,,"20 feet, climb 20 feet",Book of the Dead pg. 170
1919,Husk Zombie,2,NE,Medium,"Undead, Zombie",+5;,"Common, Necril","Athletics +8, Deception +6, Intimidation +6, Stealth +7",+4,+3,+3,-1,+1,+0,17,+7,+9,+7,55 (,,25 feet,Book of the Dead pg. 170
1920,Zombie Owlbear,3,NE,Large,"Mindless, Undead, Zombie",+8;,UNKNOWN,"Acrobatics +5, Athletics +12",+4,+0,+3,-5,+1,-3,16,+8,+5,+6,85 (,,25 feet,Book of the Dead pg. 171
1921,Zombie Lord,4,NE,Medium,"Undead, Zombie",+13;,"Common, Necril","Athletics +10, Religion +13, Stealth +10",+4,+4,+3,+1,+5,+2,20,+11,+10,+13,80 (,,25 feet,Book of the Dead pg. 172
1922,Withered,5,NE,Medium,"Undead, Zombie",+11;,"Common, Necril","Athletics +14, Deception +9, Intimidation +9, Stealth +13",+5,+4,+4,+0,+2,+0,22,+11,+13,+9,80 (,,35 feet,Book of the Dead pg. 172
1923,Zombie Mammoth,11,NE,Huge,"Mindless, Undead, Zombie",+17;,UNKNOWN,Athletics +24,+7,+0,+5,-5,+2,-3,27,+22,+15,+19,290 (,,45 feet,Book of the Dead pg. 173
1924,Clockwork Hunter,0,N,Small,"Clockwork, Construct, Mindless",+7;,UNKNOWN,"Athletics +4 (+8 to, Climb ), Stealth +8",+0,+4,+0,-5,+3,-5,18,+2,+8,+5,12,,"25 feet, climb 25 feet",Pathfinder #178: Punks in a Powderkeg pg. 82
1925,Clockwork Handler,1,N,Medium,"Clockwork, Construct, Mindless",+8;,UNKNOWN,"Athletics +7 (+9 to, Disarm Grapple, ; or avoid being Disarmed)",+4,+2,+3,-5,+3,-5,16,+10,+7,+6,16,physical 2 (except,25 feet,Pathfinder #178: Punks in a Powderkeg pg. 83
1926,Clockwork Brewer,3,N,Medium,"Clockwork, Construct, Mindless",+8;,UNKNOWN,"Athletics +9, Brewing Lore +8",+4,+3,+1,-5,+3,+1,18,+8,+10,+8,40,physical 3 (except,25 feet,Pathfinder #178: Punks in a Powderkeg pg. 84
1927,Clockwork Fabricator,4,N,Medium,"Clockwork, Construct, Mindless",+8;,UNKNOWN,"Athletics +12, Crafting +9",+6,+3,+2,-5,+3,-5,19,+10,+11,+9,50,physical 4 (except,25 feet,Pathfinder #178: Punks in a Powderkeg pg. 85
1928,Prairie Drake,2,NE,Small,"Dragon, Earth",+6; 30 feet (imprecise),Draconic,"Acrobatics +6, Athletics +9, Intimidation +5, Survival +6",+3,+2,+4,-2,+2,+1,18,+10,+6,+6,36,,"25 feet, burrow 20 feet, fly 10 feet",Pathfinder #178: Punks in a Powderkeg pg. 87
1929,Yeast Ooze,2,N,Large,"Mindless, Ooze","+6; motion sense 60 feet, no vision",UNKNOWN,Athletics +7,+3,-2,+2,-5,-1,-5,12,+10,+3,+6,60,slashing 5 piercing 5,"20 feet, swim 20 feet",Pathfinder #178: Punks in a Powderkeg pg. 88
1930,Rust Ooze,3,N,Medium,"Mindless, Ooze","+6; motion sense 60 feet, no vision",UNKNOWN,"Athletics +9, Stealth +5 (+7 in areas of rusty objects)",+4,-4,+3,-5,+1,-5,11,+10,+3,+6,80,metal 5,"15 feet, swim 30 feet",Pathfinder #178: Punks in a Powderkeg pg. 87
1931,Harlo Krant,4,NE,Medium,"Undead, Zombie",+13;,UNKNOWN,"Athletics +10, Mercantile Lore +9, Religion +13, Stealth +10",+4,+4,+3,+1,+5,+2,20,+11,+10,+13,80 (,,25 feet,Book of the Dead pg. 210
1934,Sludgespine Killers,-1,CE,Medium,"Gnoll, Humanoid",+5,"Common, Gnoll","Athletics +5, Intimidation +4, Stealth +4, Thievery +4",+0,+1,+3,-1,+2,-1,14,+6,+5,+5,8,,25 feet,Pathfinder #178: Punks in a Powderkeg pg. 25
1935,Follower Of Shumfallow,-1,CE,Small,"Fungus, Leshy",+6;,"Common, Druidic, Sylvan, speak with plants, (fungi only)","Athletics +2, Nature +4, Stealth +5",+0,+3,+1,-1,+0,-1,15,+5,+7,+2,8,,25 feet,Pathfinder #178: Punks in a Powderkeg pg. 25
1942,Loreavor,9,N,Small,Astral,+19; thoughtsense (imprecise) 60 feet,"Common, tongues","Acrobatics +19, Arcana +17, Occultism +21, Society +17, Stealth +19",+3,+6,+4,+6,+4,+3,28,+15,+21,+19,155,,"20 feet, fly 20 feet",Shadows at Sundown pg. 56
1943,Scarlet Walker,12,LE,Huge,"Aberration, Dream","+23; bloodsense 60 feet,","Aklo, Infernal, telepathy, 300 feet","Acrobatics +25, Arcana +22, Athletics +22, Blood Lore +26, Intimidation +23, Medicine +23, Occultism +24, Stealth +25",+6,+7,+5,+4,+5,+4,33,+21,+25,+21; +1 status to all saves vs.,225,,"30 feet, climb 30 feet;",Shadows at Sundown pg. 57
1944,Strigoi Progenitor,13,LE,Medium,"Shadow, Undead, Vampire",+23;,"Common, Necril, Shadowtongue, Thassilonian","Acrobatics +25, Arcana +23, Athletics +25, Crafting +23, Deception +26, Religion +22, Stealth +27, Thassilon Lore +24",+8,+8,+5,+5,+4,+5,34,+24,+26,+22,180 (coffin restoration,The strigoi progenitor resists all physical damage except magical silver weapons or magical weapons that shed at least 5 feet of bright light.,"25 feet, fly 25 feet",Shadows at Sundown pg. 60
1945,Lorthact,16,LE,Medium,"Devil, Fiend",+27;,"Abyssal, Aklo, Azlanti, Common, Draconic, Dwarven, Elven, Ignan, Infernal, Jotun, Shoanti, Thassilonian, Undercommon, Varisian, telepathy, 300 feet,, tongues","Academia Lore +32, Acrobatics +28, Arcana +30, Deception +33, Diplomacy +31, Intimidation +31, Legal Lore +30, Occultism +30, Religion +27, Society +30, Stealth +32",+6,+6,+6,+6,+3,+9,38,+28,+30,+25,300,,"25 feet, fly 20 feet",Shadows at Sundown pg. 62
1946,Clockwork Door Warden,4,N,Medium,"Clockwork, Construct, Mindless",+12;,UNKNOWN,"Athletics +10 (+12 to, Disarm or, Grapple )",+4,+2,+2,-5,+4,-5,20,+10 (+12 vs.,+8,+14,50,physical 5 (except,25 feet,Pathfinder #179: Cradle of Quartz pg. 80
1947,Clockwork Disposer,5,N,Small,"Clockwork, Construct, Mindless",+13;,UNKNOWN,"Athletics +12, Stealth +12",+2,+4,+1,-5,+0,-5,21,+12,+15,+9,70,physical 5 (except,25 feet,Pathfinder #179: Cradle of Quartz pg. 80
1948,Clockwork Sphinx,8,N,Large,"Clockwork, Construct, Mindless",+19;,UNKNOWN,"Acrobatics +16, Athletics +18",+6,+4,+4,-5,+3,-5,26,+18,+16,+13,130,physical 10 (except adamantine or orichalcum),"25 feet, fly 25 feet",Pathfinder #179: Cradle of Quartz pg. 81
1949,Daelum,4,N,Large,Construct,+11;,"Common, Kelish, Osiriani","Athletics +11, Mining Lore +10, Survival +11",+5,+3,+5,+2,+3,+0,21,+13,+11,+9,76,,25 feet,Pathfinder #179: Cradle of Quartz pg. 82
1950,"Giant, Smog",7,CE,Large,"Giant, Humanoid",+13;,"Common, Jotun, Kelish","Athletics +17, Intimidation +15, Survival +13",+6,+2,+4,-2,+2,+2,23,+17,+15,+13,145,,35 feet,Pathfinder #179: Cradle of Quartz pg. 83
1951,Mutant Giant Toad,3,N,Large,"Animal, Mutant","+9; , (imprecise) 30 feet",UNKNOWN,"Athletics +10 (+12 to, High Jump or, Long Jump ), Stealth +7",+5,+3,+3,-4,+3,-2,18,+10,+9,+7,44,acid 5,25 feet,Pathfinder #179: Cradle of Quartz pg. 84
1952,Mutant Desert Drake,9,NE,Large,"Dragon, Earth, Mutant","+17; , (imprecise) 30 feet",UNKNOWN,"Acrobatics +18, Athletics +19, Intimidation +14, Stealth +16, Survival +16",+6,+3,+5,-1,+3,+1,28,+18,+16,+15,150,electricity 18,"20 feet, burrow 40 feet (sand only), fly 50 feet",Pathfinder #179: Cradle of Quartz pg. 85
1953,Scarecophagus,6,LE,Large,Construct,"+14; , magic sense (imprecise) 30 feet","Common, Necril, Osiriani",Athletics +15,+5,+2,+4,-2,+4,+2,24,+14,+10,+16,100,,"25 feet, climb 25 feet",Pathfinder #179: Cradle of Quartz pg. 86
1954,Trapjaw Tangle,5,N,Large,"Construct, Swarm",+11;,UNKNOWN,"Acrobatics +12, Athletics +6 (+10 to Trip and Tangle), Stealth +13",-1,+5,+4,-4,+2,-2,22,+11,+14,+9,58,bludgeoning 4 piercing 8 slashing 8,25 feet,Pathfinder #179: Cradle of Quartz pg. 87
1955,Strigoi Servant,10,LE,Medium,"Shadow, Undead, Vampire",+20;,"Common, Necril, Shadowtongue, Thassilonian","Acrobatics +21, Athletics +21, Deception +19, Stealth +23",+5,+7,+5,+3,+4,+3,30,+19,+21,+18,130 (coffin restoration,all physical 10 (except,25 feet,Shadows at Sundown pg. 25
1957,Bishop Keppira D'bear,11,LE,Medium,"Shadow, Undead, Vampire",+20;,"Common, Necril, Shadowtongue, Thassilonian","Acrobatics +22, Athletics +23, Deception +22, Stealth +22",+6,+7,+5,+3,+5,+5,31,+20,+24,+22,150 (coffin restoration,all physical 10 (except,25 feet,Shadows at Sundown pg. 26
1958,Profane Ghoul,10,NE,Medium,"Ghoul, Undead",+19;,"Common, Necril","Acrobatics +22, Athletics +17, Religion +19, Stealth +20",+3,+6,+5,+3,+5,+5,30,+17,+22,+19,180 (,,"30 feet, burrow 10 feet",Shadows at Sundown pg. 33
1962,Aliriel,15,LE,Medium,"Shadow, Undead, Vampire",+27;,"Abyssal, Common, Infernal, Jotun, Necril, Shadowtongue, Thassilonian, Varisian","Acrobatics +27, Arcana +29, Athletics +25, Deception +27, Occultism +27, Society +25, Stealth +29, Thassilon Lore +29",+6,+8,+4,+8,+4,+6,37,+25,+29,+27,210 (coffin restoration,all physical 15 (except magical,"25 feet, fly 25 feet",Shadows at Sundown pg. 47
1963,Ileosa's Shell,13,NE,Medium,Undead,+24;,"Aklo, Common, Elven, Infernal, Shadowtongue, Thassilonian, Varisian, ; (can't speak any languages)","Acrobatics +24, Athletics +27",+8,+5,+5,+0,+5,+0,34,+22,+26,+24,235 (,physical 10 (except,25 feet,Shadows at Sundown pg. 49
1964,Masu,-1,N,Tiny,Animal,+8;,UNKNOWN,"Acrobatics +6, Stealth +6",-4,+2,-2,-4,+1,+1,14,+3,+8,+6,6,,20 feet,Pathfinder #179: Cradle of Quartz pg. 16
1967,Spellscar Sky Marauder,5,CE,Medium,"Humanoid, Mutant",+12;,"Common, Sphinx","Acrobatics +13, Arcana +11, Athletics +13, Intimidation +10, Spellscar Desert Lore +13, Stealth +13",+4,+4,+5,+0,+3,-1,22,+12,+13,+10,85,,"30 feet, fly 40 feet",Pathfinder #179: Cradle of Quartz pg. 30
1968,Chimeric Manticore,7,CE,Large,"Beast, Zombie","+15; , (imprecise) 30 feet","Common, Draconic","Acrobatics +13, Athletics +17, Intimidation +11, Stealth +13, Survival +15",+6,+2,+4,-3,+2,+0,25,+18,+15,+12,120,,"25 feet, fly 40 feet",Pathfinder #179: Cradle of Quartz pg. 31
1969,I,7,CN,Medium,Aberration,"+19; , (imprecise) 30 feet","Common, Gnoll, Osiriani, ; (can't speak any language),, telepathy, 100 feet","Arcana +16, Athletics +16, Diplomacy +14, Spellscar Lore +19, Thievery +16",+4,+1,+2,+4,+2,+1,25,+14,+12,+14,110,bludgeoning 10,"25 feet, burrow 25 feet",Pathfinder #179: Cradle of Quartz pg. 35
1971,Kreeth-Ni,3,NG,Tiny,"Fey, Sprite","+11; (13 to creatures using hearing),","Common, Sylvan, ; speak with bats","Acrobatics +11, Deception +11, Diplomacy +11, Nature +10, Occultism +9, Stealth +9",-3,+4,+0,+0,+3,+4,19,+7,+11,+12,40,,"10 feet, fly 40 feet",Pathfinder #179: Cradle of Quartz pg. 38
1972,Akrida,4,CE,Small,"Animal, Mutant","+10; , (imprecise) 30 feet","Undercommon, telepathy, 100 feet","Acrobatics +11, Athletics +13",+5,+3,+4,+0,+3,+0,21,+12,+11,+11,60,,"20 feet, burrow 10 feet",Pathfinder #179: Cradle of Quartz pg. 39
1976,Clockwork Gunner,8,N,Medium,"Clockwork, Construct, Mindless",+16;,UNKNOWN,"Athletics +16 (+18 to, Disarm Grapple, ; or avoid being Disarmed)",+4,+6,+2,-5,+4,-5,26,+14,+18,+16,100,physical 10 (except,25 feet,Pathfinder #179: Cradle of Quartz pg. 61
1980,Clockwork Buccaneer,9,N,Medium,"Clockwork, Construct, Mindless",+18;,UNKNOWN,"Athletics +18, Deception +12 (+20 to, Feint ), Stealth +20",+5,+6,+3,-5,+2,-5,28,+17,+21,+15,140,physical 10 (except,25 feet,Pathfinder #180: The Smoking Gun pg. 80
1981,Clockwork Puppeteer,12,N,Large,"Clockwork, Construct, Mindless",+20;,UNKNOWN,Stealth +25,+6,+6,+2,-5,+2,-5,33,+22,+25,+19,205,physical 10 (except,"25 feet, climb 25 feet",Pathfinder #180: The Smoking Gun pg. 81
1982,Cranium Preserver,10,NE,Large,Construct,+19;,"Common, ; any languages spoken by its preserved heads","Lore +19 (any known by its preserved heads), Occultism +22, Religion +22",+7,+0,+3,+5,+0,+0,28,+22,+16,+19,220,,25 feet,Pathfinder #180: The Smoking Gun pg. 82
1983,"Ooze, Pyronite",10,N,Large,"Mindless, Ooze","+14; no vision, (imprecise) 60 feet",UNKNOWN,Athletics +22,+7,-5,+7,-5,+0,-5,19,+24,+14,+19,350,,"20 feet, climb 20 feet",Pathfinder #180: The Smoking Gun pg. 83
1984,"Wraith, Smog",9,NE,Medium,"Incorporeal, Undead, Wraith","+19; , 60 feet","Common, Necril","Deception +20, Nature +19, Stealth +19",-5,+4,+6,+3,+6,+4,27,+17,+17,+21; +1 status to all saves vs.,110 (,all 10 (except,fly 60 feet,Pathfinder #180: The Smoking Gun pg. 84
1985,"Zombie, Shock",6,NE,Medium,"Electricity, Mindless, Undead, Zombie",+12;,UNKNOWN,"Acrobatics +14, Athletics +15",+5,+4,+2,-5,+2,-2,21,+14,+17,+11,140 (lightning powered,,25 feet,Pathfinder #180: The Smoking Gun pg. 85
1988,Viewslog,9,LE,Large,"Giant, Humanoid",+18;,"Common, Cyclops, Jotun","Athletics +20, Fortune-Telling Lore +19, Intimidation +16, Survival +18",+4,+6,+3,+0,+3,-1,28,+21,+18,+15,161,,30 feet,Pathfinder #180: The Smoking Gun pg. 21
1989,Mutant Bat,5,N,Huge,Animal,"+16; echolocation (precise) 40 feet,",UNKNOWN,"Acrobatics +13, Athletics +13, Stealth +13",+5,+2,+4,-4,+4,-2,22,+13,+12,+11,75,,"15 feet, fly 30 feet",Pathfinder #180: The Smoking Gun pg. 22
1990,Clockwork Shambler Horde,9,NE,Gargantuan,"Construct, Mindless, Troop, Zombie",+14;,UNKNOWN,UNKNOWN,+6,+0,+4,-5,+2,-2,25,+21,+16,+17,240,,20 feet; troop movement,Pathfinder #180: The Smoking Gun pg. 31
1991,Glass Elephant,12,N,Huge,"Clockwork, Construct, Mindless",+22;,UNKNOWN,Athletics +25,+8,+0,+5,-5,+3,-5,32,+25,+19,+17,245,physical 10 (except adamantine or bludgeoning),45 feet,Pathfinder #180: The Smoking Gun pg. 50
1998,Juvenile Boar,0,N,Small,Animal,"+5; , ( ) 30 feet",UNKNOWN,"Acrobatics +3, Athletics +5, Survival +5",+3,+1,+2,-4,+1,-2,15,+9,+3,+5,16,,30 feet,Pathfinder #151: The Show Must Go On pg. 20
2000,Violet,1,N,Small,Animal,"+6; , ( ) 30 feet",UNKNOWN,"Acrobatics +5, Athletics +6, Survival +5",+3,+2,+3,-4,+1,-2,16,+10,+4,+7,24,,30 feet,Pathfinder #151: The Show Must Go On pg. 22
2002,Leandrus,2,N,Medium,"Animal, Minion","+8; , ( ) 30 feet",UNKNOWN,"Acrobatics +6, Athletics +7, Intimidation +5, Performance +5, Stealth +6",+3,+2,+3,-4,+2,+1,18,+8,+8,+5,30,,35 feet,Pathfinder #151: The Show Must Go On pg. 28
2005,Smiler,3,CE,Medium,"Ghoul, Undead",+12;,"Common, Necril","Acrobatics +9, Athletics +9, Intimidation +9, Stealth +9",+3,+4,+2,+1,+2,+4,19,+9,+12,+8,45 (,,"30 feet, burrow 5 feet",Pathfinder #151: The Show Must Go On pg. 38
2007,Blood Wolf,3,NE,Medium,"Animal, Fiend","+9; , ( ) 30 feet",UNKNOWN,"Acrobatics +8, Athletics +10, Intimidation +8, Stealth +8, Survival +9",+5,+3,+2,-4,+2,-1,18,+11,+9,+7,50,,30 feet,Pathfinder #151: The Show Must Go On pg. 43
2008,Smoldering Leopard,3,NE,Medium,"Animal, Fiend","+11; , ( ) 30 feet",UNKNOWN,"Acrobatics +11, Athletics +10, Stealth +11 (+14 in, dim light or darker)",+3,+4,+2,-4,+1,-2,19,+9,+11,+6,45,,"30 feet, climb 20 feet",Pathfinder #151: The Show Must Go On pg. 44
2009,Corrosive Lizard,2,NE,Medium,"Animal, Fiend","+7; , ( ) 30 feet",UNKNOWN,"Acrobatics +6, Athletics +8, Stealth +6",+2,+2,+4,-4,+1,-2,18,+10,+8,+5,30,,"30 feet, swim 30 feet",Pathfinder #151: The Show Must Go On pg. 45
2010,Pinacosaurus,4,N,Large,"Animal, Dinosaur",+10;,UNKNOWN,Athletics +13,+5,+0,+4,-4,+2,-1,21,+12,+8,+8,70,,25 feet,Pathfinder #151: The Show Must Go On pg. 50
2011,Cavnakash,5,NE,Medium,"Humanoid, Xulgath",+12;,"Common, Draconic, Undercommon","Arcana +10, Athletics +13, Intimidation +13, Religion +15, Stealth +10",+3,+0,+2,+1,+5,+2,22,+13,+10,+15,83,,20 feet,Pathfinder #151: The Show Must Go On pg. 88
2017,Gluttondark Babau,7,CE,Medium,"Demon, Fiend","+15; ,","Abyssal, Celestial, Draconic, ; telepathy 100 feet","Acrobatics +14, Athletics +15, Intimidation +16, Religion +12, Stealth +18, Thievery +16",+4,+4,+4,+2,+3,+2,26,+16,+18,+15; +1 to all saves vs. magic,135,,25 feet,Pathfinder #152: Legacy of the Lost God pg. 23
2018,Xulgath Demon-Caller,5,CE,Medium,"Humanoid, Xulgath",+11;,"Draconic, Undercommon","Arcana +9, Athletics +13, Intimidation +11, Religion +9, Stealth +10, Survival +11",+4,+1,+2,+0,+4,+2,22,+11,+8,+13,80,,25 feet,Pathfinder #152: Legacy of the Lost God pg. 26
2019,Xulgath Mage,7,CE,Medium,"Humanoid, Xulgath",+12;,"Common, Draconic, Undercommon","Acrobatics +15, Arcana +12, Athletics +13, Deception +15, Intimidation +17, Society +9, Survival +12",+1,+2,+1,+0,+1,+5,23,+12,+13,+14,115,,25 feet,Pathfinder #152: Legacy of the Lost God pg. 27
2021,Adrivallo,10,CE,Medium,Fey,+16;,"Common, Sylvan","Athletics +16, Circus Lore +16, Deception +21, Diplomacy +21, Intimidation +19, Nature +16, Performance +21, Stealth +19, Thievery +16",+3,+5,+1,+1,+2,+7,28,+18,+17,+14,210,,35 feet,Pathfinder #152: Legacy of the Lost God pg. 49
2026,Ulthadar,8,LN,Medium,"Incorporeal, Spirit, Undead",+20;,"Azlanti, Common","Arcana +16, Aroden Lore +18, Diplomacy +15, Religion +18, Society +16, Stealth +15",-5,+3,+0,+4,+6,+3,24,+13,+16,+19,95 (,all damage 5 (except,fly 25 feet,Pathfinder #152: Legacy of the Lost God pg. 90
